Language	ISO 639-3 Code	Type
Tugun	tzn	Living
Tugutil	tuj	Living
Tukang Besi North	khc	Living
Tukang Besi South	bhq	Living
Tuki	bag	Living
Tukpa	tpq	Living
Tukudede	tkd	Living
Tula	tul	Living
Tulehu	tlu	Living
Tulishi	tey	Living
Tulu	tcy	Living
Tulu-Bohuai	rak	Living
Tuma-Irumu	iou	Living
Tumak	tmc	Living
Tumari Kanuri	krt	Living
Tumbuka	tum	Living
Tumi	kku	Living
Tumleo	tmq	Living
Tumtum	tbr	Living
Tumulung Sisaala	sil	Living
Tumzabt	mzb	Living
Tundra Enets	enh	Living
Tunen	tvu	Living
Tungag	lcm	Living
Tunggare	trt	Living
Tunia	tug	Living
Tunisian Arabic	aeb	Living
Tunisian Sign Language	tse	Living
Tunjung	tjg	Living
Tunni	tqq	Living
Tunzu	dza	Living
Tuotomb	ttf	Living
Tuparí	tpr	Living
Tupuri	tui	Living
Turaka	trh	Living
Turi	trd	Living
Turka	tuz	Living
Turkana	tuv	Living
Turkic Khalaj	klj	Living
Turkish	tur	Living
Turkish Sign Language	tsm	Living
Turkmen	tuk	Living
Turks And Caicos Creole English	tch	Living
Turoyo	tru	Living
Turumsa	tqm	Living
Tuscarora	tus	Living
Tutong	ttg	Living
Tutsa Naga	tvt	Living
Tutuba	tmi	Living
Tututepec Mixtec	mtu	Living
Tututni	tuu	Living
Tuvalu	tvl	Living
Tuvinian	tyv	Living
Tuwali Ifugao	ifk	Living
Tuwari	tww	Living
Tuwuli	bov	Living
Tuyuca	tue	Living
Twendi	twn	Living
Twents	twd	Living
Twi	twi	Living
Tyap	kcg	Living
Tyaraity	woa	Living
Tzeltal	tzh	Living
Tzotzil	tzo	Living
Tz'utujil	tzj	Living
U	uuu	Living
Uab Meto	aoz	Living
Uare	ksj	Living
Ubaghara	byc	Living
Ubang	uba	Living
Ubi	ubi	Living
Ubir	ubr	Living
Ucayali-Yurúa Ashéninka	cpb	Living
Uda	uda	Living
Udi	udi	Living
Udihe	ude	Living
Udmurt	udm	Living
Uduk	udu	Living
Ufim	ufi	Living
Ugandan Sign Language	ugn	Living
Ughele	uge	Living
Ugong	ugo	Living
Uhami	uha	Living
Uighur	uig	Living
Uisai	uis	Living
Ujir	udj	Living
Ukaan	kcf	Living
Ukhwejo	ukh	Living
Ukit	umi	Living
Ukpe-Bayobiri	ukp	Living
Ukpet-Ehom	akd	Living
Ukrainian	ukr	Living
Ukrainian Sign Language	ukl	Living
Ukue	uku	Living
Ukuriguma	ukg	Living
Ukwa	ukq	Living
Ukwuani-Aboh-Ndoni	ukw	Living
Ulau-Suain	svb	Living
Ulch	ulc	Living
Ulithian	uli	Living
Ullatan	ull	Living
Ulukwumi	ulb	Living
Ulumanda'	ulm	Living
Ulwa	ulw	Living
Uma	ppk	Living
Uma' Lasan	xky	Living
Uma' Lung	ulu	Living
Umanakaina	gdn	Living
Umatilla	uma	Living
Umbundu	umb	Living
Umbu-Ungu	ubu	Living
Ume Sami	sju	Living
Umeda	upi	Living
Umiray Dumaget Agta	due	Living
Umon	umm	Living
Umpila	ump	Living
Una	mtg	Living
Unde Kaili	unz	Living
Uneapa	bbn	Living
Uneme	une	Living
Unggumi	xgu	Living
Unserdeutsch	uln	Living
Unua	onu	Living
Unubahe	unu	Living
Upper Grand Valley Dani	dna	Living
Upper Guinea Crioulo	pov	Living
Upper Kinabatangan	dmg	Living
Upper Kuskokwim	kuu	Living
Upper Necaxa Totonac	tku	Living
Upper Saxon	sxu	Living
Upper Sorbian	hsb	Living
Upper Tanana	tau	Living
Upper Ta'oih	tth	Living
Upper Taromi	tov	Living
Ura (Papua New Guinea)	uro	Living
Ura (Vanuatu)	uur	Living
Urak Lawoi'	urk	Living
Urali	url	Living
Urapmin	urm	Living
Urarina	ura	Living
Urat	urt	Living
Urdu	urd	Living
Urhobo	urh	Living
Uri	uvh	Living
Urigina	urg	Living
Urim	uri	Living
Urimo	urx	Living
Uripiv-Wala-Rano-Atchin	upv	Living
Uru	ure	Living
Uruangnirin	urn	Living
Urubú-Kaapor	urb	Living
Urubú-Kaapor Sign Language	uks	Living
Uru-Eu-Wau-Wau	urz	Living
Uruguayan Sign Language	ugy	Living
Urum	uum	Living
Uru-Pa-In	urp	Living
Usaghade	usk	Living
Usan	wnu	Living
Usarufa	usa	Living
Ushojo	ush	Living
Usila Chinantec	cuc	Living
Usku	ulf	Living
Uspanteco	usp	Living
Usui	usi	Living
Utarmbung	omo	Living
Ute-Southern Paiute	ute	Living
ut-Ma'in	gel	Living
Utu	utu	Living
Uvbie	evh	Living
Uya	usu	Living
Uyajitaya	duk	Living
Uzbek	uzb	Living
Uzbeki Arabic	auz	Living
Uzekwe	eze	Living
Vaagri Booli	vaa	Living
Vafsi	vaf	Living
Vaghat-Ya-Bijim-Legeri	bij	Living
Vaghri	vgr	Living
Vaghua	tva	Living
Vagla	vag	Living
Vai	vai	Living
Vaiphei	vap	Living
Vale	vae	Living
Valencian Sign Language	vsv	Living
Valle Nacional Chinantec	cvn	Living
Valman	van	Living
Valpei	vlp	Living
Vamale	mkt	Living
Vame	mlr	Living
Vangunu	mpr	Living
Vanimo	vam	Living
Vano	vnk	Living
Vanuma	vau	Living
Vao	vao	Living
Varhadi-Nagpuri	vah	Living
Varisi	vrs	Living
Varli	vav	Living
Vasavi	vas	Living
Veddah	ved	Living
Vehes	val	Living
Veluws	vel	Living
Vemgo-Mabas	vem	Living
Venda	ven	Living
Venetian	vec	Living
Venezuelan Sign Language	vsl	Living
Vengo	bav	Living
Veps	vep	Living
Vera'a	vra	Living
Vidunda	vid	Living
Viemo	vig	Living
Vietnamese	vie	Living
Vilela	vil	Living
Vili	vif	Living
Vincentian Creole English	svc	Living
Vinmavis	vnm	Living
Vinza	vin	Living
Virgin Islands Creole English	vic	Living
Vishavan	vis	Living
Viti	vit	Living
Vitou	vto	Living
Vitu	wiv	Living
Vlaams	vls	Living
Vlaamse Gebarentaal	vgt	Living
Vlax Romani	rmy	Living
Vono	kch	Living
Voro	vor	Living
Võro	vro	Living
Votic	vot	Living
Vumbu	vum	Living
Vunapu	vnp	Living
Vunjo	vun	Living
Vurës	msn	Living
Vute	vut	Living
Vwanji	wbi	Living
Wa	wbm	Living
Waama	wwa	Living
Waata	ssn	Living
Wab	wab	Living
Wabo	wbb	Living
Waboda	kmx	Living
Waci Gbe	wci	Living
Wadaginam	wdg	Living
Waddar	wbq	Living
Wadiyara Koli	kxp	Living
Wadjiginy	wdj	Living
Wae Rana	wrx	Living
Wa'ema	wag	Living
Waffa	waj	Living
Wagawaga	wgb	Living
Wagdi	wbr	Living
Wageman	waq	Living
Wagi	fad	Living
Wahau Kayan	whu	Living
Wahau Kenyah	whk	Living
Wahgi	wgi	Living
Waigali	wbk	Living
Waigeo	wgo	Living
Wailapa	wlr	Living
Waima	rro	Living
Waima'a	wmh	Living
Waimaha	bao	Living
Waimiri-Atroari	atr	Living
Waioli	wli	Living
Waiwai	waw	Living
Waja	wja	Living
Wajarri	wbv	Living
Waka	wav	Living
Wakde	wkd	Living
Wakhi	wbl	Living
Wala	lgl	Living
Walak	wlw	Living
Wali (Ghana)	wlx	Living
Wali (Sudan)	wll	Living
Walio	wla	Living
Walla Walla	waa	Living
Wallisian	wls	Living
Walloon	wln	Living
Walmajarri	wmt	Living
Walser	wae	Living
Walungge	ola	Living
Wamas	wmc	Living
Wambaya	wmb	Living
Wambon	wms	Living
Wambule	wme	Living
Wamey	cou	Living
Wampar	lbq	Living
Wampur	waz	Living
Wan	wan	Living
Wanambre	wnb	Living
Wanap	wnp	Living
Wancho Naga	nnp	Living
Wanda	wbh	Living
Wandala	mfi	Living
Wandamen	wad	Living
Wandji	wdd	Living
Wané	hwa	Living
Waneci	wne	Living
Wanga	lwg	Living
Wangaaybuwan-Ngiyambaa	wyb	Living
Wanggom	wng	Living
Wanman	wbt	Living
Wannu	jub	Living
Wano	wno	Living
Wantoat	wnc	Living
Wanukaka	wnk	Living
Wanyi	wny	Living
Waorani	auc	Living
Wapan	juk	Living
Wãpha	juw	Living
Wapishana	wap	Living
Wara	wbf	Living
Wára	tci	Living
Warao	wba	Living
Warapu	wra	Living
Waray (Philippines)	war	Living
Wardaman	wrr	Living
Warduji	wrd	Living
Warembori	wsa	Living
Wares	wai	Living
Waris	wrs	Living
Waritai	wbe	Living
War-Jaintia	aml	Living
Warji	wji	Living
Warkay-Bipim	bgv	Living
Warlmanpa	wrl	Living
Warlpiri	wbp	Living
Warnang	wrn	Living
Waropen	wrp	Living
Warrgamay	wgy	Living
Waru	wru	Living
Warumungu	wrm	Living
Waruna	wrv	Living
Warwar Feni	hrw	Living
Wasa	wss	Living
Wasco-Wishram	wac	Living
Wasembo	gsp	Living
Washo	was	Living
Waskia	wsk	Living
Watakataui	wtk	Living
Watam	wax	Living
Watiwa	wtf	Living
Watubela	wah	Living
Waube	kop	Living
Waurá	wau	Living
Wauyai	wuy	Living
Wawa	www	Living
Wawonii	wow	Living
Waxianghua	wxa	Living
Wayampi	oym	Living
Wayana	way	Living
Wayanad Chetti	ctt	Living
Wayoró	wyr	Living
Wayu	vay	Living
Wayuu	guc	Living
Wè Northern	wob	Living
Wè Southern	gxx	Living
Wè Western	wec	Living
Wedau	wed	Living
Weh	weh	Living
Wejewa	wew	Living
Weliki	klh	Living
Welsh	cym	Living
Welsh Romani	rmw	Living
Wemale	weo	Living
Weme Gbe	wem	Living
Wergaia	weg	Living
Weri	wer	Living
Wersing	kvw	Living
West Albay Bikol	fbl	Living
West Ambae	nnd	Living
West Berawan	zbw	Living
West Central Banda	bbp	Living
West Central Oromo	gaz	Living
West Coast Bajau	bdr	Living
West Damar	drn	Living
West Goodenough	ddi	Living
West Kewa	kew	Living
West Lembata	lmj	Living
West Makian	mqs	Living
West Masela	mss	Living
West Tarangan	txn	Living
West Uvean	uve	Living
West Yugur	ybe	Living
West-Central Limba	lia	Living
Western Abnaki	abe	Living
Western Apache	apw	Living
Western Arrarnta	are	Living
Western Balochi	bgn	Living
Western Bolivian Guaraní	gnw	Living
Western Bru	brv	Living
Western Bukidnon Manobo	mbb	Living
Western Cham	cja	Living
Western Dani	dnw	Living
Western Durango Nahuatl	azn	Living
Western Fijian	wyy	Living
Western Frisian	fry	Living
Western Gurung	gvr	Living
Western Highland Chatino	ctp	Living
Western Highland Purepecha	pua	Living
Western Huasteca Nahuatl	nhw	Living
Western Juxtlahuaca Mixtec	jmx	Living
Western Kanjobal	knj	Living
Western Karaboro	kza	Living
Western Katu	kuf	Living
Western Kayah	kyu	Living
Western Keres	kjq	Living
Western Krahn	krw	Living
Western Lalu	ywl	Living
Western Lawa	lcp	Living
Western Magar	mrd	Living
Western Maninkakan	mlq	Living
Western Mari	mrj	Living
Western Mashan Hmong	hmw	Living
Western Meohang	raf	Living
Western Muria	mut	Living
Western Neo-Aramaic	amw	Living
Western Niger Fulfulde	fuh	Living
Western Ojibwa	ojw	Living
Western Panjabi	pnb	Living
Western Parbate Kham	kjl	Living
Western Penan	pne	Living
Western Sisaala	ssl	Living
Western Subanon	suc	Living
Western Tamang	tdg	Living
Western Tawbuid	twb	Living
Western Totonac	tqt	Living
Western Tunebo	tnb	Living
Western Xiangxi Miao	mmr	Living
Western Xwla Gbe	xwl	Living
Western Yiddish	yih	Living
Westphalien	wep	Living
Wetamut	wwo	Living
White Gelao	giw	Living
White Lachi	lwh	Living
Whitesands	tnp	Living
Wiarumus	tua	Living
Wichí Lhamtés Güisnay	mzh	Living
Wichí Lhamtés Nocten	mtp	Living
Wichí Lhamtés Vejoz	wlv	Living
Wichita	wic	Living
Wikalkan	wik	Living
Wik-Iiyanh	wij	Living
Wik-Me'anha	wih	Living
Wik-Mungkan	wim	Living
Wik-Ngathana	wig	Living
Wikngenchera	wua	Living
Wintu	wnw	Living
Winyé	kst	Living
Wipi	gdr	Living
Wiru	wiu	Living
Wogamusin	wog	Living
Wogeo	woc	Living
Woi	wbw	Living
Wojenaka	jod	Living
Wolane	wle	Living
Wolani	wod	Living
Wolaytta	wal	Living
Woleaian	woe	Living
Wolio	wlo	Living
Wolof	wol	Living
Wom (Nigeria)	wom	Living
Wom (Papua New Guinea)	wmo	Living
Womo	wmx	Living
Wongo	won	Living
Woods Cree	cwd	Living
Woria	wor	Living
Worodougou	jud	Living
Wotu	wtw	Living
Woun Meu	noa	Living
Wu Chinese	wuu	Living
Wuding-Luquan Yi	ywq	Living
Wudu	wud	Living
Wulna	wux	Living
Wumboko	bqm	Living
Wumbvu	wum	Living
Wumeng Nasu	ywu	Living
Wunai Bunu	bwn	Living
Wunambal	wub	Living
Wusa Nasu	yig	Living
Wushi	bse	Living
Wusi	wsi	Living
Wutung	wut	Living
Wutunhua	wuh	Living
Wuvulu-Aua	wuv	Living
Wuzlam	udl	Living
Wyandot	wya	Living
Wymysorys	wym	Living
Xaasongaxango	kao	Living
Xadani Zapotec	zax	Living
Xamtanga	xan	Living
Xanaguía Zapotec	ztg	Living
Xârâcùù	ane	Living
Xârâgurè	axx	Living
Xavánte	xav	Living
Xerénte	xer	Living
Xetá	xet	Living
Xhosa	xho	Living
Xiang Chinese	hsn	Living
Xibe	sjo	Living
Xicotepec De Juárez Totonac	too	Living
Xingú Asuriní	asn	Living
Xipaya	xiy	Living
Xiri	xii	Living
Xishanba Lalo	ywt	Living
Xokleng	xok	Living
Xwela Gbe	xwe	Living
Yaaku	muu	Living
Yabarana	yar	Living
Yabem	jae	Living
Yaben	ybm	Living
Yabong	ybo	Living
Yace	ekr	Living
Yaeyama	rys	Living
Yafi	wfg	Living
Yagaria	ygr	Living
Yagnobi	yai	Living
Yagomi	ygm	Living
Yagua	yad	Living
Yagwoia	ygw	Living
Yahadian	ner	Living
Yahang	rhp	Living
Yaka (Central African Republic)	axk	Living
Yaka (Congo)	iyx	Living
Yaka (Democratic Republic of Congo)	yaf	Living
Yakaikeke	ykk	Living
Yakama	yak	Living
Yakan	yka	Living
Yakha	ybh	Living
Yakoma	yky	Living
Yakut	sah	Living
Yala	yba	Living
Yalahatan	jal	Living
Yalálag Zapotec	zpu	Living
Yale	nce	Living
Yaleba	ylb	Living
Yalunka	yal	Living
Yámana	yag	Living
Yamap	ymp	Living
Yamba	yam	Living
Yambes	ymb	Living
Yambeta	yat	Living
Yamdena	jmd	Living
Yami	tao	Living
Yaminahua	yaa	Living
Yamna	ymn	Living
Yamongeri	ymg	Living
Yamphu	ybi	Living
Yanahuanca Pasco Quechua	qur	Living
Yanda Dom Dogon	dym	Living
Yanesha'	ame	Living
Yang Zhuang	zyg	Living
Yangben	yav	Living
Yangkam	bsx	Living
Yango	yng	Living
Yangulam	ynl	Living
Yangum Dey	yde	Living
Yangum Gel	ygl	Living
Yangum Mon	ymo	Living
Yankunytjatjara	kdd	Living
Yan-nhangu	jay	Living
Yan-nhangu Sign Language	yhs	Living
Yanomámi	wca	Living
Yanomamö	guu	Living
Yansi	yns	Living
Yanyuwa	jao	Living
Yao	yao	Living
Yaosakor Asmat	asy	Living
Yaouré	yre	Living
Yapese	yap	Living
Yapunda	yev	Living
Yaqay	jaq	Living
Yaqui	yaq	Living
Yarawata	yrw	Living
Yareba	yrb	Living
Yareni Zapotec	zae	Living
Yarí	yri	Living
Yarluyandi	yry	Living
Yarsun	yrs	Living
Yasa	yko	Living
Yatee Zapotec	zty	Living
Yatzachi Zapotec	zav	Living
Yau (Morobe Province)	yuw	Living
Yau (Sandaun Province)	yyu	Living
Yaul	yla	Living
Yauma	yax	Living
Yaur	jau	Living
Yautepec Zapotec	zpb	Living
Yauyos Quechua	qux	Living
Yawa	yva	Living
Yawalapití	yaw	Living
Yawanawa	ywn	Living
Yaweyuha	yby	Living
Yawiyo	ybx	Living
Yawuru	ywr	Living
Yazgulyam	yah	Living
Yecuatla Totonac	tlc	Living
Yei	jei	Living
Yekhee	ets	Living
Yekora	ykr	Living
Yela	yel	Living
Yele	yle	Living
Yelmek	jel	Living
Yelogu	ylg	Living
Yemba	ybb	Living
Yemsa	jnj	Living
Yendang	ynq	Living
Yeniche	yec	Living
Yerakai	yra	Living
Yeretuar	gop	Living
Yerong	yrn	Living
Yerukula	yeu	Living
Yessan-Mayo	yss	Living
Yetfa	yet	Living
Yevanic	yej	Living
Yeyi	yey	Living
Yiddish	yid	Living
Yidgha	ydg	Living
Yidiny	yii	Living
Yil	yll	Living
Yimas	yee	Living
Yimchungru Naga	yim	Living
Yinbaw Karen	kvu	Living
Yinchia	yin	Living
Yindjibarndi	yij	Living
Yine	pib	Living
Yinggarda	yia	Living
Yinhawangka	ywg	Living
Yintale Karen	kvy	Living
Yirandali	ljw	Living
Yirrk-Mel	yrm	Living
Yis	yis	Living
Yiwom	gek	Living
Yocoboué Dida	gud	Living
Yogad	yog	Living
Yoidik	ydk	Living
Yoke	yki	Living
Yokuts	yok	Living
Yol?u Sign Language	ygs	Living
Yoloxochitl Mixtec	xty	Living
Yom	pil	Living
Yombe	yom	Living
Yonaguni	yoi	Living
Yong	yno	Living
Yongbei Zhuang	zyb	Living
Yongkom	yon	Living
Yongnan Zhuang	zyn	Living
Yopno	yut	Living
Yora	mts	Living
Yoron	yox	Living
Yorta Yorta	xyy	Living
Yoruba	yor	Living
Yosondúa Mixtec	mpm	Living
Yotti	yot	Living
Youjiang Zhuang	zyj	Living
Youle Jinuo	jiu	Living
Younuo Bunu	buh	Living
Yout Wam	ytw	Living
Yoy	yoy	Living
Yuanga	nua	Living
Yucatec Maya Sign Language	msd	Living
Yucateco	yua	Living
Yuchi	yuc	Living
Yucuañe Mixtec	mvg	Living
Yucuna	ycn	Living
Yue Chinese	yue	Living
Yugoslavian Sign Language	ysl	Living
Yugul	ygu	Living
Yuhup	yab	Living
Yukpa	yup	Living
Yukuben	ybl	Living
Yulu	yul	Living
Yuqui	yuq	Living
Yuracare	yuz	Living
Yurok	yur	Living
Yurutí	yui	Living
Yutanduchi Mixtec	mab	Living
Yuwana	yau	Living
Zaachila Zapotec	ztx	Living
Zabana	kji	Living
Zacatepec Chatino	ctz	Living
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl	nhi	Living
Zaghawa	zag	Living
Zaiwa	atb	Living
Zakhring	zkr	Living
Zambian Sign Language	zsl	Living
Zan Gula	zna	Living
Zanaki	zak	Living
Zande (individual language)	zne	Living
Zangskari	zau	Living
Zangwal	zah	Living
Zaniza Zapotec	zpw	Living
Záparo	zro	Living
Zapotec	zap	Living
Zaramo	zaj	Living
Zari	zaz	Living
Zarma	dje	Living
Zauzou	zal	Living
Zay	zwa	Living
Zayein Karen	kxk	Living
Zayse-Zergulla	zay	Living
Zaza	zza	Living
Zazao	jaj	Living
Zeem	zua	Living
Zeeuws	zea	Living
Zemba	dhm	Living
Zeme Naga	nzm	Living
Zenag	zeg	Living
Zenaga	zen	Living
Zenzontepec Chatino	czn	Living
Zerenkel	zrn	Living
Zhaba	zhb	Living
Zhire	zhi	Living
Zhoa	zhw	Living
Zhuang	zha	Living
Zia	zia	Living
Zialo	zil	Living
Zigula	ziw	Living
Zimakani	zik	Living
Zimba	zmb	Living
Zimbabwe Sign Language	zib	Living
Zinza	zin	Living
Zire	sih	Living
Zizilivakan	ziz	Living
Zo'é	pto	Living
Zokhuo	yzk	Living
Zoogocho Zapotec	zpq	Living
Zoroastrian Dari	gbz	Living
Zotung Chin	czt	Living
Zou	zom	Living
Zulgo-Gemzek	gnd	Living
Zulu	zul	Living
Zumaya	zuy	Living
Zumbun	jmb	Living
Zuni	zun	Living
Zuojiang Zhuang	zzj	Living
Zyphe Chin	zyp	Living
Ancient Greek (to 1453)	grc	Historic
Ancient Hebrew	hbo	Historic
Ancient Zapotec	xzp	Historic
Andalusian Arabic	xaa	Historic
Anglo-Norman	xno	Historic
Ardhamagadhi Prakrit	pka	Historic
Classical Armenian	xcl	Historic
Classical Mandaic	myz	Historic
Classical Mongolian	cmg	Historic
Classical Nahuatl	nci	Historic
Classical Newari	nwc	Historic
Classical Quechua	qwc	Historic
Classical Syriac	syc	Historic
Classical Tibetan	xct	Historic
Gandhari	pgd	Historic
Jewish Palestinian Aramaic	jpa	Historic
Kaikavian Literary Language	kjv	Historic
Karakhanid	xqa	Historic
Late Middle Chinese	ltc	Historic
Literary Chinese	lzh	Historic
Maharastri Prakrit	pmh	Historic
Manichaean Middle Persian	xmn	Historic
Middle Armenian	axm	Historic
Middle Breton	xbm	Historic
Middle Cornish	cnx	Historic
Middle Dutch (ca. 1050-1350)	dum	Historic
Middle English (1100-1500)	enm	Historic
Middle French (ca. 1400-1600)	frm	Historic
Middle High German (ca. 1050-1500)	gmh	Historic
Middle Irish (900-1200)	mga	Historic
Middle Korean (10th-16th cent.)	okm	Historic
Middle Low German	gml	Historic
Middle Mongolian	xng	Historic
Middle Newar	nwx	Historic
Middle Welsh	wlm	Historic
Old Avar	oav	Historic
Old Breton	obt	Historic
Old Burmese	obr	Historic
Old Cornish	oco	Historic
Old Dutch	odt	Historic
Old English (ca. 450-1100)	ang	Historic
Old French (842-ca. 1400)	fro	Historic
Old Frisian	ofs	Historic
Old Georgian	oge	Historic
Old High German (ca. 750-1050)	goh	Historic
Old Hungarian	ohu	Historic
Old Irish (to 900)	sga	Historic
Old Japanese	ojp	Historic
Old Korean (3rd-9th cent.)	oko	Historic
Old Lithuanian	olt	Historic
Old Manipuri	omp	Historic
Old Marathi	omr	Historic
Old Mon	omx	Historic
Old Norse	non	Historic
Old Nubian	onw	Historic
Old Persian (ca. 600-400 B.C.)	peo	Historic
Old Provençal (to 1500)	pro	Historic
Old Russian	orv	Historic
Old Saxon	osx	Historic
Old Spanish	osp	Historic
Old Tibetan	otb	Historic
Old Turkish	otk	Historic
Old Uighur	oui	Historic
Old Welsh	owl	Historic
Ottoman Turkish (1500-1928)	ota	Historic
Sauraseni Prakrit	psu	Historic
Siculo Arabic	sqr	Historic
Tumshuqese	xtq	Historic
ǀXam	xam	Extinct
ǁXegwi	xeg	Extinct
Abipon	axb	Extinct
Abishira	ash	Extinct
Acroá	acs	Extinct
Adai	xad	Extinct
Adithinngithigh	dth	Extinct
Agavotaguerra	avo	Extinct
Aghu-Tharnggala	gtu	Extinct
Aghwan	xag	Extinct
Aguano	aga	Extinct
Ahom	aho	Extinct
Ajawa	ajw	Extinct
Aka-Bea	abj	Extinct
Aka-Bo	akm	Extinct
Aka-Cari	aci	Extinct
Aka-Jeru	akj	Extinct
Aka-Kede	akx	Extinct
Aka-Kol	aky	Extinct
Aka-Kora	ack	Extinct
Akar-Bale	acl	Extinct
Akkala Sami	sia	Extinct
Alapmunte	apv	Extinct
Alngith	aid	Extinct
Alsea	aes	Extinct
Amanayé	ama	Extinct
Andaqui	ana	Extinct
Andoa	anb	Extinct
Angkamuthi	avm	Extinct
Anguthimri	awg	Extinct
Anserma	ans	Extinct
Aore	aor	Extinct
Apalachee	xap	Extinct
Arabana	ard	Extinct
Arakwal	rkw	Extinct
Aranama-Tamique	xrt	Extinct
Arapaso	arj	Extinct
Ararandewára	xaj	Extinct
Areba	aea	Extinct
Aribwatsa	laz	Extinct
Arikem	ait	Extinct
Arin	xrn	Extinct
Arma	aoh	Extinct
Armazic	xrm	Extinct
Arritinngithigh	rrt	Extinct
Aruá (Amazonas State)	aru	Extinct
Assan	xss	Extinct
Atakapa	aqp	Extinct
Atampaya	amz	Extinct
Atsahuaca	atc	Extinct
Aurá	aux	Extinct
Aushiri	avs	Extinct
Auyokawa	auo	Extinct
Awabakal	awk	Extinct
Awngthim	gwm	Extinct
Ayabadhu	ayd	Extinct
Ayerrerenge	axe	Extinct
Badjiri	jbi	Extinct
Baga Kaloum	bqf	Extinct
Baga Sobané	bsv	Extinct
Banggarla	bjb	Extinct
Baniva	bvv	Extinct
Barababaraba	rbp	Extinct
Barbacoas	bpb	Extinct
Barbaram	vmb	Extinct
Barbareño	boi	Extinct
Baré	bae	Extinct
Barrow Point	bpt	Extinct
Basa-Gumna	bsl	Extinct
Basay	byq	Extinct
Bay Miwok	mkq	Extinct
Bayali	bjy	Extinct
Baygo	byg	Extinct
Beothuk	bue	Extinct
Berbice Creole Dutch	brc	Extinct
Berti	byt	Extinct
Bibbulman	xbp	Extinct
Bidhawal	ihw	Extinct
Bigambal	xbe	Extinct
Biloxi	bll	Extinct
Bina (Papua New Guinea)	bmn	Extinct
Bindal	xbd	Extinct
Biri	bzr	Extinct
Birked	brk	Extinct
Birrpayi	xbj	Extinct
Bolgarian	xbo	Extinct
Boro (Ghana)	xxb	Extinct
Bunganditj	xbg	Extinct
Cacaopera	ccr	Extinct
Cagua	cbh	Extinct
Canichana	caz	Extinct
Cappadocian Greek	cpg	Extinct
Caramanta	crf	Extinct
Carolina Algonquian	crr	Extinct
Catawba	chc	Extinct
Cauca	cca	Extinct
Cayubaba	cyb	Extinct
Cayuse	xcy	Extinct
Chagatai	chg	Extinct
Chané	caj	Extinct
Chemakum	xch	Extinct
Chibcha	chb	Extinct
Chicomuceltec	cob	Extinct
Chimariko	cid	Extinct
Chipiajes	cbe	Extinct
Chitimacha	ctm	Extinct
Cholón	cht	Extinct
Chuvantsy	xcv	Extinct
Coahuilteco	xcw	Extinct
Coast Miwok	csi	Extinct
Cochimi	coj	Extinct
Comecrudo	xcm	Extinct
Coptic	cop	Extinct
Coquille	coq	Extinct
Cotoname	xcn	Extinct
Cowlitz	cow	Extinct
Coxima	kox	Extinct
Coyaima	coy	Extinct
Cruzeño	crz	Extinct
Cumanagoto	cuo	Extinct
Cumbric	xcb	Extinct
Cumeral	cum	Extinct
Cupeño	cup	Extinct
Curonian	xcu	Extinct
Dadi Dadi	dda	Extinct
Dagoman	dgn	Extinct
Dalmatian	dlm	Extinct
Daungwurrung	dgw	Extinct
Dharuk	xdk	Extinct
Dharumbal	xgm	Extinct
Dhudhuroa	ddr	Extinct
Dhurga	dhu	Extinct
Dicamay Agta	duy	Extinct
Dieri	dif	Extinct
Dirari	dit	Extinct
Djadjawurrung	dja	Extinct
Djangun	djf	Extinct
Djawi	djw	Extinct
Djiwarli	dze	Extinct
Dororo	drr	Extinct
Duli	duz	Extinct
Dura	drq	Extinct
Dyaberdyaber	dyb	Extinct
Dyugun	dyd	Extinct
Eastern Abnaki	aaq	Extinct
Eastern Karnic	ekc	Extinct
Eastern Pomo	peb	Extinct
Epigraphic Mayan	emy	Extinct
Erre	err	Extinct
Esselen	esq	Extinct
Esuma	esm	Extinct
Etchemin	etc	Extinct
Eyak	eya	Extinct
Flinders Island	fln	Extinct
Frankish	frk	Extinct
Gabrielino-Fernandeño	xgf	Extinct
Gafat	gft	Extinct
Galice	gce	Extinct
Galindan	xgl	Extinct
Gambera	gma	Extinct
Gamo-Ningi	bte	Extinct
Ganggalida	gcd	Extinct
Gangulu	gnl	Extinct
Garig-Ilgar	ilg	Extinct
Garingbal	xgi	Extinct
Garlali	gll	Extinct
Garza	xgr	Extinct
Gbin	xgb	Extinct
Gey	guv	Extinct
Ghomara	gho	Extinct
Golpa	lja	Extinct
Goreng	xgg	Extinct
Guana (Brazil)	gqn	Extinct
Guanche	gnc	Extinct
Gudang	xgd	Extinct
Gugadj	ggd	Extinct
Gugu Badhun	gdc	Extinct
Gugu Warra	wrw	Extinct
Gule	gly	Extinct
Guliguli	gli	Extinct
Gunditjmara	gjm	Extinct
Gundungurra	xrd	Extinct
Gungabula	gyf	Extinct
Gunya	gyy	Extinct
Gureng Gureng	gnr	Extinct
Guwa	xgw	Extinct
Guwamu	gwu	Extinct
Guyani	gvy	Extinct
Hermit	llf	Extinct
Hiberno-Scottish Gaelic	ghc	Extinct
Hibito	hib	Extinct
Holma	hod	Extinct
Homa	hom	Extinct
Horo	hor	Extinct
Hukumina	huw	Extinct
Hunnic	xhc	Extinct
Ifo	iff	Extinct
Ikaranggal	ikr	Extinct
