Language	ISO 639-3 Code	Type
Ho	hoc	Living
Ho Chi Minh City Sign Language	hos	Living
Hoava	hoa	Living
Hobyót	hoh	Living
Ho-Chunk	win	Living
Hoia Hoia	hhi	Living
Holikachuk	hoi	Living
Holiya	hoy	Living
Holoholo	hoo	Living
Holu	hol	Living
Honduras Sign Language	hds	Living
Hõne	juh	Living
Hong Kong Sign Language	hks	Living
Honi	how	Living
Hopi	hop	Living
Horned Miao	hrm	Living
Horom	hoe	Living
Horpa	ero	Living
Hote	hot	Living
Hoti	hti	Living
Hovongan	hov	Living
Hoyahoya	hhy	Living
Hozo	hoz	Living
Hpon	hpo	Living
Hrangkhol	hra	Living
Hre	hre	Living
Hruso	hru	Living
Hu	huo	Living
Huachipaeri	hug	Living
Huallaga Huánuco Quechua	qub	Living
Huamalíes-Dos de Mayo Huánuco Quechua	qvh	Living
Huambisa	hub	Living
Huarijio	var	Living
Huastec	hus	Living
Huaulu	hud	Living
Huautla Mazatec	mau	Living
Huaxcaleca Nahuatl	nhq	Living
Huaylas Ancash Quechua	qwh	Living
Huaylla Wanca Quechua	qvw	Living
Huba	hbb	Living
Huehuetla Tepehua	tee	Living
Huichol	hch	Living
Huilliche	huh	Living
Huitepec Mixtec	mxs	Living
Huizhou Chinese	czh	Living
Hula	hul	Living
Hulaulá	huy	Living
Huli	hui	Living
Hulung	huk	Living
Humburi Senni Songhay	hmb	Living
Humene	huf	Living
Humla	hut	Living
Hunde	hke	Living
Hung	hnu	Living
Hungana	hum	Living
Hungarian	hun	Living
Hungarian Sign Language	hsh	Living
Hunjara-Kaina Ke	hkk	Living
Hun-Saare	dud	Living
Hunsrik	hrx	Living
Hunzib	huz	Living
Hupa	hup	Living
Hupdë	jup	Living
Hupla	hap	Living
Hutterite German	geh	Living
Hwana	hwo	Living
Hya	hya	Living
Hyam	jab	Living
Iaai	iai	Living
Iamalele	yml	Living
Iapama	iap	Living
Iatmul	ian	Living
Iau	tmu	Living
Ibali Teke	tek	Living
Ibaloi	ibl	Living
Iban	iba	Living
Ibanag	ibg	Living
Ibani	iby	Living
Ibatan	ivb	Living
Ibibio	ibb	Living
Ibino	ibn	Living
Ibu	ibu	Living
Ibuoro	ibr	Living
Icelandic	isl	Living
Icelandic Sign Language	icl	Living
Iceve-Maci	bec	Living
Ida'an	dbj	Living
Idakho-Isukha-Tiriki	ida	Living
Idaté	idt	Living
Idere	ide	Living
Idesa	ids	Living
Idi	idi	Living
Idoma	idu	Living
Idon	idc	Living
Idu-Mishmi	clk	Living
Iduna	viv	Living
Ifè	ife	Living
Igala	igl	Living
Igana	igg	Living
Igbo	ibo	Living
Igede	ige	Living
Ignaciano	ign	Living
Igo	ahl	Living
Iguta	nar	Living
Igwe	igw	Living
Iha	ihp	Living
Iha Based Pidgin	ihb	Living
Ihievbe	ihi	Living
Ija-Zuba	vki	Living
Ik	ikx	Living
Ika	ikk	Living
Ikizu	ikz	Living
Iko	iki	Living
Ikobi	meb	Living
Ikoma-Nata-Isenye	ntk	Living
Ikpeng	txi	Living
Ikpeshi	ikp	Living
Ikposo	kpo	Living
Iku-Gora-Ankwa	ikv	Living
Ikulu	ikl	Living
Ikwere	ikw	Living
Ikwo	iqw	Living
Ila	ilb	Living
Ile Ape	ila	Living
Ili Turki	ili	Living
Ilianen Manobo	mbi	Living
Ili'uun	ilu	Living
Iloko	ilo	Living
Ilongot	ilk	Living
Ilue	ilv	Living
Ilwana	mlk	Living
Imbabura Highland Quichua	qvi	Living
Imbongu	imo	Living
Imonda	imn	Living
Imroing	imr	Living
Inabaknon	abx	Living
Inapang	mzu	Living
Iñapari	inp	Living
Inari Sami	smn	Living
Indian Sign Language	ins	Living
Indonesian	ind	Living
Indonesian Bajau	bdl	Living
Indonesian Sign Language	inl	Living
Indo-Portuguese	idb	Living
Indri	idr	Living
Indus Kohistani	mvy	Living
Inebu One	oin	Living
Inga	inb	Living
Ingrian	izh	Living
Ingush	inh	Living
Inlaod Itneg	iti	Living
Inoke-Yate	ino	Living
Inonhan	loc	Living
Inor	ior	Living
Inpui Naga	nkf	Living
International Sign	ils	Living
Intha	int	Living
Inuinnaqtun	ikt	Living
Inuit Sign Language	iks	Living
Inuktitut	iku	Living
Inupiaq	ipk	Living
Ipalapa Amuzgo	azm	Living
Ipiko	ipo	Living
Ipili	ipi	Living
Ipulo	ass	Living
Iquito	iqu	Living
Ir	irr	Living
Iranian Persian	pes	Living
Irántxe	irn	Living
Iranun	ill	Living
Iraqw	irk	Living
Irarutu	irh	Living
Iraya	iry	Living
Iresim	ire	Living
Irigwe	iri	Living
Irish	gle	Living
Irish Sign Language	isg	Living
Irula	iru	Living
Isabi	isa	Living
Isanzu	isn	Living
Isarog Agta	agk	Living
Isconahua	isc	Living
Isebe	igo	Living
Isekiri	its	Living
Ishkashimi	isk	Living
Isinai	inn	Living
Isirawa	srl	Living
Islander Creole English	icr	Living
Isnag	isd	Living
Isoko	iso	Living
Israeli Sign Language	isr	Living
Isthmus Mixe	mir	Living
Isthmus Zapotec	zai	Living
Isthmus-Cosoleacaque Nahuatl	nhk	Living
Isthmus-Mecayapan Nahuatl	nhx	Living
Isthmus-Pajapan Nahuatl	nhp	Living
Istriot	ist	Living
Istro Romanian	ruo	Living
Isu (Fako Division)	szv	Living
Isu (Menchum Division)	isu	Living
Italian	ita	Living
Italian Sign Language	ise	Living
Itawit	itv	Living
Itelmen	itl	Living
Iteri	itr	Living
Itik	itx	Living
Ito	itw	Living
Itonama	ito	Living
Itu Mbon Uzo	itm	Living
Itundujia Mixtec	mce	Living
Itzá	itz	Living
Iu Mien	ium	Living
Ivatan	ivv	Living
Ivbie North-Okpela-Arhe	atg	Living
Iwaidja	ibd	Living
I-Wak	iwk	Living
Iwal	kbm	Living
Iwam	iwm	Living
Iwur	iwo	Living
Ixcatec	ixc	Living
Ixcatlán Mazatec	mzi	Living
Ixil	ixl	Living
Ixtayutla Mixtec	vmj	Living
Ixtenco Otomi	otz	Living
Iyayu	iya	Living
Iyive	uiv	Living
Iyo	nca	Living
Iyojwa'ja Chorote	crt	Living
Iyo'wujwa Chorote	crq	Living
Izere	izr	Living
Izii	izz	Living
Izon	ijc	Living
Izora	cbo	Living
Jabutí	jbt	Living
Jad	jda	Living
Jadgali	jdg	Living
Jah Hut	jah	Living
Jahanka	jad	Living
Jair Awyu	awv	Living
Jakati	jat	Living
Jakun	jak	Living
Jalapa De Díaz Mazatec	maj	Living
Jalkunan	bxl	Living
Jamaican Country Sign Language	jcs	Living
Jamaican Creole English	jam	Living
Jamaican Sign Language	jls	Living
Jamamadí	jaa	Living
Jambi Malay	jax	Living
Jamiltepec Mixtec	mxt	Living
Jamsay Dogon	djm	Living
Jandavra	jnd	Living
Jangkang	djo	Living
Jangshung	jna	Living
Janji	jni	Living
Japanese	jpn	Living
Japanese Sign Language	jsl	Living
Japrería	jru	Living
Jaqaru	jqr	Living
Jara	jaf	Living
Jarai	jra	Living
Jarawa (India)	anq	Living
Jaru	ddj	Living
Jauja Wanca Quechua	qxw	Living
Jaunsari	jns	Living
Javanese	jav	Living
Jawe	jaz	Living
Jaya	jyy	Living
Jebero	jeb	Living
Jeh	jeh	Living
Jehai	jhi	Living
Jejueo	jje	Living
Jemez	tow	Living
Jenaama Bozo	bze	Living
Jeng	jeg	Living
Jennu Kurumba	xuj	Living
Jere	jer	Living
Jeri Kuo	jek	Living
Jèrriais	nrf	Living
Jerung	jee	Living
Jhankot Sign Language	jhs	Living
Jiamao	jio	Living
Jiarong	jya	Living
Jiba	juo	Living
Jibu	jib	Living
Jicarilla Apache	apj	Living
Jiiddu	jii	Living
Jilbe	jie	Living
Jilim	jil	Living
Jimi (Cameroon)	jim	Living
Jimi (Nigeria)	jmi	Living
Jina	jia	Living
Jinyu Chinese	cjy	Living
Jiongnai Bunu	pnu	Living
Jirel	jul	Living
Jiru	jrr	Living
Jita	jit	Living
Jju	kaj	Living
Joba	job	Living
Jofotek-Bromnya	jbr	Living
Jogi	jog	Living
Jola-Fonyi	dyo	Living
Jola-Kasa	csk	Living
Jonkor Bourmataguil	jeu	Living
Jordanian Sign Language	jos	Living
Jorto	jrt	Living
Jowulu	jow	Living
Ju	juu	Living
Ju/'hoan	ktz	Living
Juang	jun	Living
Judeo-Arabic	jrb	Living
Judeo-Berber	jbe	Living
Judeo-Georgian	jge	Living
Judeo-Iraqi Arabic	yhd	Living
Judeo-Italian	itk	Living
Judeo-Moroccan Arabic	aju	Living
Judeo-Persian	jpr	Living
Judeo-Tat	jdt	Living
Judeo-Tripolitanian Arabic	yud	Living
Judeo-Tunisian Arabic	ajt	Living
Judeo-Yemeni Arabic	jye	Living
Jukun Takum	jbu	Living
Júma	jua	Living
Jumjum	jum	Living
Jumla Sign Language	jus	Living
Jumli	jml	Living
Jungle Inga	inj	Living
Juquila Mixe	mxq	Living
Jur Modo	bex	Living
Juray	juy	Living
Jurúna	jur	Living
Jutish	jut	Living
Juwal	mwb	Living
Juxtlahuaca Mixtec	vmc	Living
Jwira-Pepesa	jwi	Living
Kaamba	xku	Living
Kaan	ldl	Living
Kaang Chin	ckn	Living
Kaansa	gna	Living
Kaba	ksp	Living
Kabalai	kvf	Living
Kabardian	kbd	Living
Kabatei	xkp	Living
Kabiyè	kbp	Living
Kabola	klz	Living
Kabore One	onk	Living
Kabras	lkb	Living
Kaburi	uka	Living
Kabutra	kbu	Living
Kabuverdianu	kea	Living
Kabwa	cwa	Living
Kabwari	kcw	Living
Kabyle	kab	Living
Kachama-Ganjule	kcx	Living
Kachari	xac	Living
Kachchi	kfr	Living
Kachi Koli	gjk	Living
Kachin	kac	Living
Kacipo-Balesi	koe	Living
Kaco'	xkk	Living
Kadai	kzd	Living
Kadar	kej	Living
Kadaru	kdu	Living
Kadiwéu	kbc	Living
Kadu	zkd	Living
Kaduo	ktp	Living
Kafa	kbr	Living
Kafoa	kpu	Living
Kagan Kalagan	kll	Living
Kagate	syw	Living
Kagayanen	cgc	Living
Kagoma	kdm	Living
Kagoro	xkg	Living
Kagulu	kki	Living
Kahe	hka	Living
Kahua	agw	Living
Kaian	kct	Living
Kaibobo	kzb	Living
Kaidipang	kzp	Living
Kaiep	kbw	Living
Kaikadi	kep	Living
Kaike	kzq	Living
Kaiku	kkq	Living
Kaimbulawa	zka	Living
Kaingang	kgp	Living
Kairak	ckr	Living
Kairiru	kxa	Living
Kairui-Midiki	krd	Living
Kais	kzm	Living
Kaivi	kce	Living
Kaiwá	kgk	Living
Kaiy	tcq	Living
Kajakse	ckq	Living
Kajali	xkj	Living
Kajaman	kag	Living
Kakabai	kqf	Living
Kakabe	kke	Living
Kakanda	kka	Living
Kaki Ae	tbd	Living
Kako	kkj	Living
Kakwa	keo	Living
Kala Lagaw Ya	mwp	Living
Kalaallisut	kal	Living
Kalabakan	kve	Living
Kalabari	ijn	Living
Kalabra	kzz	Living
Kalagan	kqe	Living
Kalaktang Monpa	kkf	Living
Kalam	kmh	Living
Kalami	gwc	Living
Kalamsé	knz	Living
Kalanadi	wkl	Living
Kalanga	kck	Living
Kalao	kly	Living
Kalapuya	kyl	Living
Kalasha	kls	Living
Kalenjin	kln	Living
Kalispel-Pend d'Oreille	fla	Living
Kalkoti	xka	Living
Kalmyk	xal	Living
Kalo Finnish Romani	rmf	Living
Kalou	ywa	Living
Kaluli	bco	Living
Kalumpang	kli	Living
Kam	kdx	Living
Kamang	woi	Living
Kamano	kbq	Living
Kamantan	kci	Living
Kamar	keq	Living
Kamara	jmr	Living
Kamarian	kzx	Living
Kamaru	kgx	Living
Kamasa	klp	Living
Kamasau	kms	Living
Kamayo	kyk	Living
Kamayurá	kay	Living
Kamba (Kenya)	kam	Living
Kambaata	ktb	Living
Kambaira	kyy	Living
Kambera	xbr	Living
Kamberau	irx	Living
Kami (Nigeria)	kmi	Living
Kami (Tanzania)	kcu	Living
Kamo	kcq	Living
Kamoro	kgq	Living
Kamula	xla	Living
Kamviri	xvi	Living
Kamwe	hig	Living
Kanakanabu	xnb	Living
Kanamarí	knm	Living
Kanan	zkn	Living
Kanashi	xns	Living
Kanasi	soq	Living
Kanauji	bjj	Living
Kandas	kqw	Living
Kandawo	gam	Living
Kande	kbs	Living
Kanembu	kbl	Living
Kang	kyp	Living
Kanga	kcp	Living
Kangean	kkv	Living
Kanggape	igm	Living
Kangjia	kxs	Living
Kango (Bas-Uélé District)	kty	Living
Kango (Tshopo District)	kzy	Living
Kangri	xnr	Living
Kanikkaran	kev	Living
Kaningdon-Nindem	kdp	Living
Kaningi	kzo	Living
Kaningra	knr	Living
Kaninuwa	wat	Living
Kanite	kmu	Living
Kanjari	kft	Living
Kanju	kbe	Living
Kankanaey	kne	Living
Kannada	kan	Living
Kannada Kurumba	kfi	Living
Kanowit-Tanjong Melanau	kxn	Living
Kansa	ksk	Living
Kantosi	xkt	Living
Kanu	khx	Living
Kanufi	kni	Living
Kanuri	kau	Living
Kanyok	kny	Living
Kao	kax	Living
Kaonde	kqn	Living
Kap	ykm	Living
Kapin	tbx	Living
Kapingamarangi	kpg	Living
Kapori	khp	Living
Kapriman	dju	Living
Kaptiau	kbi	Living
Kapya	klo	Living
Kaqchikel	cak	Living
Kara (Central African Republic)	kah	Living
Kara (Papua New Guinea)	leu	Living
Kara (Tanzania)	reg	Living
Karachay-Balkar	krc	Living
Karadjeri	gbd	Living
Karagas	kim	Living
Karahawyana	xkh	Living
Karaim	kdr	Living
Karajá	kpj	Living
Kara-Kalpak	kaa	Living
Karamojong	kdj	Living
Karang	kzr	Living
Karanga	kth	Living
Karao	kyj	Living
Karas	kgv	Living
Karata	kpt	Living
Karawa	xrw	Living
Karbi	mjw	Living
Kare (Central African Republic)	kbn	Living
Kare (Papua New Guinea)	kmf	Living
Karekare	kai	Living
Karelian	krl	Living
Karey	kyd	Living
Kari	kbj	Living
Karingani	kgn	Living
Karipuna	kuq	Living
Karipúna Creole French	kmv	Living
Karitiâna	ktn	Living
Kariya	kil	Living
Karkar-Yuri	yuj	Living
Karko	kko	Living
Karnai	bbv	Living
Karo (Brazil)	arr	Living
Karo (Ethiopia)	kxh	Living
Karok	kyh	Living
Karon	krx	Living
Karon Dori	kgw	Living
Karore	xkx	Living
Kasanga	ccj	Living
Kasem	xsm	Living
Kashaya	kju	Living
Kashmiri	kas	Living
Kashubian	csb	Living
Kasiguranin	ksn	Living
Kaska	kkz	Living
Kasseng	kgc	Living
Kasua	khs	Living
Kataang	kgd	Living
Katawixi	xat	Living
Katbol	tmb	Living
Katcha-Kadugli-Miri	xtc	Living
Kâte	kmg	Living
Kathoriya Tharu	tkt	Living
Kathu	ykt	Living
Kati	bsh	Living
Katkari	kfu	Living
Katla	kcr	Living
Katso	kaf	Living
Katua	kta	Living
Katukína	kav	Living
Kaulong	pss	Living
Kaur	vkk	Living
Kaure	bpp	Living
Kauwera	xau	Living
Kavalan	ckv	Living
Kavet	krv	Living
Kawacha	kcb	Living
Kawaiisu	xaw	Living
Kawe	kgb	Living
Kaxararí	ktx	Living
Kayabí	kyz	Living
Kayagar	kyt	Living
Kayan	pdu	Living
Kayan Mahakam	xay	Living
Kayan River Kayan	xkn	Living
Kayapa Kallahan	kak	Living
Kayapó	txu	Living
Kayardild	gyd	Living
Kayaw	kvl	Living
Kayeli	kzl	Living
Kayong	kxy	Living
Kayort	kyv	Living
Kaytetye	gbb	Living
Kayupulau	kzu	Living
Kazakh	kaz	Living
Keak	keh	Living
Keapara	khz	Living
Kedah Malay	meo	Living
Kedang	ksx	Living
Keder	kdy	Living
Kehu	khh	Living
Kei	kei	Living
Keiga	kec	Living
Kein	bmh	Living
Keiyo	eyo	Living
Kekchí	kek	Living
Kela (Democratic Republic of Congo)	kel	Living
Kela (Papua New Guinea)	kcl	Living
Kelabit	kzi	Living
Kélé	keb	Living
Kele (Democratic Republic of Congo)	khy	Living
Kele (Papua New Guinea)	sbc	Living
Kelengaxo Bozo	bzx	Living
Keley-I Kallahan	ify	Living
Keliko	kbo	Living
Kelo	xel	Living
Kelon	kyo	Living
Kemak	kem	Living
Kembayan	xem	Living
Kemberano	bzp	Living
Kembra	xkw	Living
Kemedzung	dmo	Living
Kemiehua	kfj	Living
Kemtuik	kmt	Living
Kenati	gat	Living
Kendayan	knx	Living
Kendeje	klf	Living
Kendem	kvm	Living
Kenga	kyq	Living
Keningau Murut	kxi	Living
Keninjal	knl	Living
Kensiu	kns	Living
Kenswei Nsei	ndb	Living
Kenyan Sign Language	xki	Living
Kenyang	ken	Living
Kenyi	lke	Living
Kenzi	xnz	Living
Ke'o	xxk	Living
Keoru-Ahia	xeu	Living
Kepo'	kuk	Living
Kera	ker	Living
Kerak	hhr	Living
Kereho	xke	Living
Kerewe	ked	Living
Kerewo	kxz	Living
Kerinci	kvr	Living
Kesawai	xes	Living
Ket	ket	Living
Kete	kcv	Living
Ketengban	xte	Living
Ketum	ktt	Living
Keyagana	kyg	Living
Kgalagadi	xkv	Living
Khakas	kjh	Living
Khalaj	kjf	Living
Khaling	klr	Living
Khamba	kbg	Living
Khams Tibetan	khg	Living
Khamti	kht	Living
Khamyang	ksu	Living
Khana	ogo	Living
Khandesi	khn	Living
Kháng	kjm	Living
Khanty	kca	Living
Khao	xao	Living
Kharam Naga	kfw	Living
Kharia	khr	Living
Kharia Thar	ksy	Living
Khasi	kha	Living
Khayo	lko	Living
Khe	kqg	Living
Khehek	tlx	Living
Khengkha	xkf	Living
Khetrani	xhe	Living
Khezha Naga	nkh	Living
Khiamniungan Naga	kix	Living
Khinalugh	kjj	Living
Khirwar	kwx	Living
Khisa	kqm	Living
Khlor	llo	Living
Khlula	ykl	Living
Khmu	kjg	Living
Khoekhoe	naq	Living
Khoibu Naga	nkb	Living
Kho'ini	xkc	Living
Kholok	ktc	Living
Khorasani Turkish	kmz	Living
Khowar	khw	Living
Khua	xhv	Living
Khuen	khf	Living
Khumi Chin	cnk	Living
Khün	kkh	Living
Khunsari	kfm	Living
Khvarshi	khv	Living
Khwe	hnh	Living
Kibet	kie	Living
Kibiri	prm	Living
K'iche'	quc	Living
Kickapoo	kic	Living
Kikai	kzg	Living
Kikuyu	kik	Living
Kildin Sami	sjd	Living
Kilivila	kij	Living
Kiliwa	klb	Living
Kilmeri	kih	Living
Kim	kia	Living
Kim Mun	mji	Living
Kimaama	kig	Living
Kimaragang	kqr	Living
Kimbu	kiv	Living
Kimbundu	kmb	Living
Kimki	sbt	Living
Kimré	kqp	Living
Kinabalian	cbw	Living
Kinalakna	kco	Living
Kinamiging Manobo	mkx	Living
Kinaray-A	krj	Living
Kinga	zga	Living
Kinnauri	kfk	Living
Kintaq	knq	Living
Kinuku	kkd	Living
Kinyarwanda	kin	Living
Kioko	ues	Living
Kiong	kkm	Living
Kiorr	xko	Living
Kiowa	kio	Living
Kiowa Apache	apk	Living
Kipsigis	sgc	Living
Kiput	kyi	Living
Kir-Balar	kkr	Living
Kire	geb	Living
Kirghiz	kir	Living
Kirike	okr	Living
Kirikiri	kiy	Living
Kirmanjki (individual language)	kiu	Living
Kirya-Konzel	fkk	Living
Kis	kis	Living
Kisa	lks	Living
Kisan	xis	Living
Kisankasa	kqh	Living
Kisar	kje	Living
Kisi	kiz	Living
Kistane	gru	Living
Kita Maninkakan	mwk	Living
Kitja	gia	Living
Kituba (Congo)	mkw	Living
Kituba (Democratic Republic of Congo)	ktu	Living
Kiunum	wei	Living
Kla-Dan	lda	Living
Klao	klu	Living
Klias River Kadazan	kqt	Living
Ko	fuj	Living
Koalib	kib	Living
Koasati	cku	Living
Koba	kpd	Living
Kobiana	kcj	Living
Kobol	kgu	Living
Kobon	kpw	Living
Koch	kdq	Living
Kochila Tharu	thq	Living
Koda	cdz	Living
Kodaku	ksz	Living
Kodava	kfa	Living
Kodeoha	vko	Living
Kodi	kod	Living
Kodia	kwp	Living
Koenoem	kcs	Living
Kofa	kso	Living
Kofei	kpi	Living
Kofyar	kwl	Living
Kohin	kkx	Living
Kohistani Shina	plk	Living
Koho	kpm	Living
Kohumono	bcs	Living
Koi	kkt	Living
Koireng	nkd	Living
Koitabu	kqi	Living
Koiwat	kxt	Living
Kok Borok	trp	Living
Kokata	ktd	Living
Koke	kou	Living
Koki Naga	nxk	Living
Kokoda	xod	Living
Kokola	kzn	Living
Kokota	kkk	Living
Kol (Bangladesh)	ekl	Living
Kol (Cameroon)	biw	Living
Kol (Papua New Guinea)	kol	Living
Kola	kvv	Living
Kolbila	klc	Living
Kolibugan Subanon	skn	Living
Kölsch	ksh	Living
Koluwawa	klx	Living
Kom (Cameroon)	bkm	Living
Kom (India)	kmm	Living
Koma	kmy	Living
Komba	kpf	Living
Kombai	tyn	Living
Kombio	xbi	Living
Komering	kge	Living
Komi	kom	Living
Kominimung	xoi	Living
Komi-Permyak	koi	Living
Komi-Zyrian	kpv	Living
Komo (Democratic Republic of Congo)	kmw	Living
Komo (Sudan)	xom	Living
Komodo	kvh	Living
Kompane	kvp	Living
Komyandaret	kzv	Living
Kon Keu	kkn	Living
Konai	kxw	Living
Konda	knd	Living
Konda-Dora	kfc	Living
Koneraw	kdw	Living
Kongo	kon	Living
Konkani (individual language)	knn	Living
Konkani (macrolanguage)	kok	Living
Konkomba	xon	Living
Konni	kma	Living
Kono (Guinea)	knu	Living
Kono (Nigeria)	klk	Living
Kono (Sierra Leone)	kno	Living
Konomala	koa	Living
Konongo	kcz	Living
Konso	kxc	Living
Konyak Naga	nbe	Living
Konyanka Maninka	mku	Living
Konzo	koo	Living
Koongo	kng	Living
Koonzime	ozm	Living
Koorete	kqy	Living
Kopar	xop	Living
Kopkaka	opk	Living
Korafe-Yegha	kpr	Living
Korak	koz	Living
Korandje	kcy	Living
Korean	kor	Living
Korean Sign Language	kvk	Living
Koreguaje	coe	Living
Koresh-e Rostam	okh	Living
Korku	kfq	Living
Korlai Creole Portuguese	vkp	Living
Koro (Côte d'Ivoire)	kfo	Living
Koro (India)	jkr	Living
Koro (Papua New Guinea)	kxr	Living
Koro (Vanuatu)	krf	Living
Koro Wachi	bqv	Living
Koromfé	kfz	Living
Koromira	kqj	Living
Koronadal Blaan	bpr	Living
Koroni	xkq	Living
Korop	krp	Living
Koroshi	ktl	Living
Korowai	khe	Living
Korra Koraga	kfd	Living
Korubo	xor	Living
Korupun-Sela	kpq	Living
Korwa	kfp	Living
Koryak	kpy	Living
Kosadle	kiq	Living
Kosarek Yale	kkl	Living
Kosena	kze	Living
Koshin	kid	Living
Kosraean	kos	Living
Kota (Gabon)	koq	Living
Kota (India)	kfe	Living
Kota Bangun Kutai Malay	mqg	Living
Kota Marudu Talantang	grm	Living
Kota Marudu Tinagas	ktr	Living
Kotafon Gbe	kqk	Living
Koti	eko	Living
Kouya	kyf	Living
Kovai	kqb	Living
Kove	kvc	Living
Kowaki	xow	Living
Kowiai	kwh	Living
Koy Sanjaq Surat	kqd	Living
Koya	kff	Living
Koyaga	kga	Living
Koyo	koh	Living
Koyra Chiini Songhay	khq	Living
Koyraboro Senni Songhai	ses	Living
Koyukon	koy	Living
Kpagua	kuw	Living
Kpala	kpl	Living
Kpan	kpk	Living
Kpasam	pbn	Living
Kpatili	kym	Living
Kpeego	cpo	Living
Kpelle	kpe	Living
Kpessi	kef	Living
Kplang	kph	Living
Krache	kye	Living
Krahô	xra	Living
Kraol	rka	Living
Krenak	kqq	Living
Kreye	xre	Living
Krikati-Timbira	xri	Living
Krim	krm	Living
Krio	kri	Living
Kriol	rop	Living
Krisa	ksi	Living
Krobu	kxb	Living
Krongo	kgo	Living
Kru'ng 2	krr	Living
Krymchak	jct	Living
Kryts	kry	Living
Kua	tyu	Living
Kuamasi	yku	Living
Kuan	uan	Living
Kuanhua	xnh	Living
Kua-nsi	ykn	Living
Kuanua	ksd	Living
Kuanyama	kua	Living
Kube	kgf	Living
Kubo	jko	Living
Kubu	kvb	Living
Kucong	lkc	Living
Kudiya	kfg	Living
Kudmali	kyw	Living
Kudu-Camo	kov	Living
Kugama	kow	Living
Kugbo	kes	Living
Kui (India)	kxu	Living
Kui (Indonesia)	kvd	Living
Kuijau	dkr	Living
Kuikúro-Kalapálo	kui	Living
Kujarge	vkj	Living
Kuk	kfn	Living
Kukatja	kux	Living
Kuke	ght	Living
Kukele	kez	Living
Kukna	kex	Living
Kuku-Muminh	xmh	Living
Kuku-Uwanh	uwa	Living
Kuku-Yalanji	gvn	Living
Kula	tpg	Living
Kulere	kul	Living
Kulfa	kxj	Living
Kulina Pano	xpk	Living
Kulisusu	vkl	Living
Kullu Pahari	kfx	Living
Kulon-Pazeh	uun	Living
Kulung (Nepal)	kle	Living
Kulung (Nigeria)	bbu	Living
Kumalu	ksl	Living
Kumam	kdi	Living
Kuman (Papua New Guinea)	kue	Living
Kumaoni	kfy	Living
Kumarbhag Paharia	kmj	Living
Kumba	ksm	Living
Kumbainggar	kgs	Living
Kumbaran	wkb	Living
Kumbewaha	xks	Living
Kumhali	kra	Living
Kumiai	dih	Living
Kumukio	kuo	Living
Kumyk	kum	Living
Kumzari	zum	Living
Kunama	kun	Living
Kunbarlang	wlg	Living
Kunda	kdn	Living
Kundal Shahi	shd	Living
Kunduvadi	wku	Living
Kung	kfl	Living
Kung-Ekoka	knw	Living
Kunggara	kvs	Living
Kuni	kse	Living
Kuni-Boazi	kvg	Living
Kunigami	xug	Living
Kunimaipa	kup	Living
Kunja	pep	Living
Kunjen	kjn	Living
Kunyi	njx	Living
Kuo	xuo	Living
Kuot	kto	Living
Kupa	kug	Living
Kupang Malay	mkn	Living
Kupia	key	Living
Kupsabiny	kpz	Living
Kur	kuv	Living
Kura Ede Nago	nqk	Living
Kurama	krh	Living
Kuranko	knk	Living
Kurdish	kur	Living
Kuri	nbn	Living
Kuria	kuj	Living
Kurichiya	kfh	Living
Kurmukar	kfv	Living
Kurnai	unn	Living
Kurrama	vku	Living
Kurti	ktm	Living
Kurtokha	xkz	Living
Kuruáya	kyr	Living
Kurudu	kjr	Living
Kurukh	kru	Living
Kusaal	kus	Living
Kusaghe	ksg	Living
Kushi	kuh	Living
Kusu	ksv	Living
Kusunda	kgg	Living
Kutenai	kut	Living
Kutep	kub	Living
Kutong	skm	Living
Kutto	kpa	Living
Kutu	kdc	Living
Kuturmi	khj	Living
Kuuku-Ya'u	kuy	Living
Kuvi	kxv	Living
Kuwaa	blh	Living
Kuwaataay	cwt	Living
Kuy	kdt	Living
Kven Finnish	fkv	Living
Kwa	kwb	Living
Kwa'	bko	Living
Kwaami	ksq	Living
Kwaio	kwd	Living
Kwaja	kdz	Living
Kwakiutl	kwk	Living
Kwakum	kwu	Living
Kwama	kmq	Living
Kwambi	kwm	Living
Kwamera	tnk	Living
Kwami	ktf	Living
Kwamtim One	okk	Living
Kwang	kvi	Living
Kwanga	kwj	Living
Kwangali	kwn	Living
Kwanja	knp	Living
Kwara'ae	kwf	Living
Kwasio	nmg	Living
Kwaya	kya	Living
Kwaza	xwa	Living
Kwegu	xwg	Living
Kwer	kwr	Living
Kwerba	kwe	Living
Kwerba Mamberamo	xwr	Living
Kwere	cwe	Living
Kwerisa	kkb	Living
Kwese	kws	Living
Kwesten	kwt	Living
Kwini	gww	Living
Kwinsu	kuc	Living
Kwinti	kww	Living
Kwoma	kmo	Living
Kwomtari	kwo	Living
Kxoe	xuu	Living
Kyak	bka	Living
Kyaka	kyc	Living
Kyanga	tye	Living
Kyan-Karyaw Naga	nqq	Living
Kyenele	kql	Living
Kyerung	kgy	Living
Láá Láá Bwamu	bwj	Living
Laal	gdm	Living
Laari	ldi	Living
Laba	lau	Living
Label	lbb	Living
La'bi	lbi	Living
Labir	jku	Living
Labo	mwi	Living
Labo Phowa	ypb	Living
Labu	lbu	Living
Labuk-Kinabatangan Kadazan	dtb	Living
Lacandon	lac	Living
Lachi	lbt	Living
